"","X","X_id","标题","标题链接","居室数","厅堂数","卫生间数","总面积","朝向","楼层位置","建造年份","小区","区","街道","地址","关键词","价格","单价","关键字1","关键字2","关键字3","关键字4","装修","字段12","详情1","详情2","详情3","详情4","详情5","产权性质","物业类型","产权年限","房本年限","参考预算","小区均价","小区户数","物业费用","绿化率","小区解读1","小区解读2","小区解读3","小区解读4","小区解读5","小区解读6","代理情况","代理情况2","安选"
"91","90","666d2164dacf8deaac1412c3","陆家嘴超一线江景房，小户型双南向 看三件套 ，送产权车位","https://shanghai.anjuke.com/prop/view/S3549498615669766",2,2,2,"117㎡","南北","高层(共21层)","2017年建造","凯旋汇","浦东","八佰伴","张杨路98号","南北;满五年;近地铁;车位充足",350,"29915元/㎡","南北","满五年","近地铁","车位充足","豪华装修","2017年竣工/公寓
            ","满五年","唯一住房","有电梯","近地铁","车位充足","商住两用","公寓","50年产权","满五年","首付175万，月供17305元","91494元/㎡","234户","暂无","35.00%","轨道交通   小区出门步行800米有地铁9号线和2号线","小区户型   小区67㎡一房，和107-127㎡两房，高层总高26楼，单栋，前后楼间距大","其他描述   小区物业是启胜物业，物业费28元，包含3张会所会员卡，有大堂礼宾和管家，服务周到","小区设施   小区内有6000平方会所，设施完善，有儿童娱乐设施，健身器材，图书馆等","生活配套   小区出门步行0.5km到达老佛爷购物商场、盒马鲜生，2公里到达仁济医院东院","小区不足   小区车位紧张，有时无法满足多台车的需求","","全部经纪人","实地核验"
"92","91","666d2164dacf8deaac1412c4","红梅苑三房两厅一卫简装修，交通方便，有钥匙，随时看房","https://shanghai.anjuke.com/prop/view/S3564842774733830",3,2,1,"103.74㎡","南北","中层(共6层)","2004年建造","红梅苑","闵行","浦江","三鲁公路467弄128支弄","南北;近地铁;人气热搜",285,"27473元/㎡","南北","近地铁","人气热搜","","简单装修","2004年竣工/普通住宅
            ","近地铁","","","","","商品房住宅","普通住宅","70年产权","","首付57万，月供10238元","29126元/㎡","652户","1.25 元/平米/月","40.00%","小区户型   小区均为一梯两户，南北通透，主推大户型，126㎡三房两厅两卫主力户型，140㎡四房两厅两卫，适合改善","其他描述   小区所属物业：上海鲁汇物业管理有限公司。物业管理费1.25元㎡/月，水电气：民用。停车费：地面150","生活配套   鲁南路往西1.5公里目前有一个万达广场，里面有卖餐饮，服装，影院，电子，黄金首饰，非常适合平常吃喝玩","房屋品质   该小区为商品房住宅，2008年竣工毛坯交付，到目前为止，外墙立面基本上还未怎么修缮过，房屋品质很好的","小区不足   地面车位有点不足，每到下班高峰期小区停车就困难，地下车库位置也比较紧缺，这些问题还需要物业后期协调改善。","","6家门店、9位经纪人正代理本房","全部经纪人","实地核验"
"93","92","666d2164dacf8deaac1412c5","鹤沙航城金沁苑 南北通电梯2房 近金航城商业16号线地铁","https://shanghai.anjuke.com/prop/view/S3465974087999495",2,2,1,"77.95㎡","南北","高层(共18层)","2016年建造","金沁苑(南区)","浦东","航头","鹤沙路201弄","热门小区;近地铁;南北通透",269,"34510元/㎡","热门小区","近地铁","南北通透","","精装修","2016年竣工/普通住宅
            ","满五年","唯一住房","有电梯","近地铁","","动迁配套房","普通住宅","70年产权","满五年","首付53万，月供9663元","34152元/㎡","3024户","1.07 元/平米/月","35.00%","轨道交通   近16号地铁鹤沙航城地铁站，交通便利","小区户型   小区层高为18楼，共56栋，两梯三户，一房56平，两房78平，三房98平","其他描述   小区物业费1.07元每平每月","生活配套   门口出门向西50米，鹤沙大的菜市场，小区出门向东10米有小超市，离周浦医院2.3km","小区不足   小区因为离地铁比较近，所以租客较多，物业管理也不是很规范，小区楼道环境很差","","3家门店、9位经纪人正代理本房","全部经纪人","实地核验"
"94","93","666d2164dacf8deaac1412c6","占地600平花园400平室内面积500平","https://shanghai.anjuke.com/prop/view/S3319707993219072",5,2,5,"358㎡","南北","共3层","2001年建造","虹梅别墅","闵行","虹桥","虹梅路2989弄1-79号","南北;满五年;近地铁;车位充足",6580,"183799元/㎡","南北","满五年","近地铁","车位充足","精装修","2001年竣工/别墅
            ","满五年","唯一住房","近地铁","车位充足","","商品房住宅","别墅","70年产权","满五年","首付1316万，月供236377元","188277元/㎡","68户","5.5 元/平米/月","43.00%","轨道交通   600米到延安西路71路无轨电车，1000米到10号线龙溪路站","小区户型   小区总共有68栋别墅，户型分别为233平，261平，288平，321平，360平等，花园300平左右","小区设施   小区带有室外泳池，健身房，会所车位配比达到1:2.绿化好","生活配套   500米有超市，400米有高尔夫球场，600米有星巴克，配套非常齐全","房屋品质   上海中祥集团有限公司开发建设，于1994年交房主体采用钢筋混凝土的框架结构，外立面有优良的防水防潮","小区不足   小区建造年代比较久，路窄，绿化也比较少","5家门店、6位经纪人正代理本房","全部经纪人","实地核验"
"95","94","666d2165dacf8deaac1412c7","中间楼层，价格看中可谈，看房方便，小区价格特别低，临商业体","https://shanghai.anjuke.com/prop/view/S3198386863807498",2,2,1,"86.86㎡","南","低层(共13层)","2007年建造","绿地临港家园海洋小区","浦东","临港新城","古棕路439弄,古棕路438弄","南;满五年;户型方正;人气热搜",165,"18997元/㎡","南","满五年","户型方正","人气热搜","精装修","2007年竣工/普通住宅
            ","满五年","户型方正","采光较好","直对通风","动线良好","商品房住宅","普通住宅","暂无","满五年","首付33万，月供5927元","22036元/㎡","960户","0.99 元/平米/月","30.00%","轨道交通   出门50米，是公交车站，距古棕路马樱丹路公交站台50米，滴水湖地铁站2公里","小区户型   小区已经平改坡，楼间距一般，高层3房户型不好，阳台是斜的亮，多层3房比较好，主力户型2房和三房","生活配套   海洋小区隔壁100米处有大型农工商超市，网吧，火锅店，KTV，饭店，第六人民医院","小区不足   地上停车位不够物业一般配套设施老旧","","","5家门店、14位经纪人正代理本房","全部经纪人","实地核验"
"96","95","666d2165dacf8deaac1412c8","浦江 低密宜居 商品住宅 高楼层采光充足 满五   南北通透","https://shanghai.anjuke.com/prop/view/S3578975052897282",3,2,2,"118㎡","南北","高层(共11层)","2014年建造","滨浦新苑七村","闵行","浦江","浦雪南路369弄","南北;满五年",495,"41950元/㎡","南北","满五年","","","豪华装修","2014年竣工/普通住宅
            ","满五年","唯一住房","有电梯","","","商品房住宅","普通住宅","70年产权","满五年","首付99万，月供17782元","38767元/㎡","802户","1.3 元/平米/月","35.00%","轨道交通   小区出门1公里左右到联航路地铁站，小区门口有多路公交","小区户型   小区全部由电梯房组成，主力面积一房60平米，两房83平-—103平米，三房125平米，间距大，采光好","生活配套   五官科医院，仁济医院只有800米，火星生活广场600米，小区内有超市菜店，距离郊野公园近环境优美","小区不足   小区物业费有点高...","","","7家门店、14位经纪人正代理本房","全部经纪人","实地核验"
"97","96","666d2166dacf8deaac1412c9","同小区价格   性价比  ","https://shanghai.anjuke.com/prop/view/S3049490416788494",3,2,2,"121.42㎡","南北","中层(共6层)","2008年建造","长达佳苑(公寓住宅)","浦东","航头","航梅路525弄1支弄,航梅路525弄2支弄,航梅路525弄4支弄,航梅路525弄5支弄,航梅路525弄6支弄","南北",305,"25120元/㎡","南北","","","","精装修","2008年竣工/普通住宅
            ","","","","","","商品房住宅","普通住宅","70年产权","","首付61万，月供10957元","28649元/㎡","1978户","0.75 元/平米/月","43.00%","轨道交通   小区门口100米就是公交站台，183路直达8号线沈杜公路站和18号线航头站，交通非常方便","小区户型   小区均为多层房，1-2支弄动迁房，3支弄动迁联排别墅，4支弄商品房别墅部分商品住宅，5-6商品房住宅","小区设施   进小区就有大花园，和休息区，还有老年文化广场和老年活动室，健身器材小区都有","生活配套   小区自带中型超市，门口50米菜市场，药店，饭店，生活设施基本应有尽有","小区不足   长达佳苑04年小区对比周边小区较老，小区动迁房价格便宜租客较多","","8家门店、19位经纪人正代理本房","全部经纪人","实地核验"
"98","97","666d2166dacf8deaac1412ca","陆家嘴CBD，东方明珠旁，60万送家电，数轨交汇，凭学历购买","https://shanghai.anjuke.com/prop/view/S3585946951867400",2,2,1,"71㎡","南北","低层(共26层)","2020年建造","凯旋汇","浦东","八佰伴","张杨路98号","南北;满五年;近地铁;车位充足",60,"8451元/㎡","南北","满五年","近地铁","车位充足","精装修","2020年竣工/普通住宅
            ","满五年","唯一住房","有电梯","近地铁","车位充足","商品房住宅","普通住宅","暂无","满五年","首付12万，月供2155元","91494元/㎡","234户","暂无","35.00%","轨道交通   小区出门步行800米有地铁9号线和2号线","小区户型   小区67㎡一房，和107-127㎡两房，高层总高26楼，单栋，前后楼间距大","其他描述   小区物业是启胜物业，物业费28元，包含3张会所会员卡，有大堂礼宾和管家，服务周到","小区设施   小区内有6000平方会所，设施完善，有儿童娱乐设施，健身器材，图书馆等","生活配套   小区出门步行0.5km到达老佛爷购物商场、盒马鲜生，2公里到达仁济医院东院","小区不足   小区车位紧张，有时无法满足多台车的需求","","全部经纪人","实地核验"
"99","98","666d2166dacf8deaac1412cb","地铁口此次小区 位置好户型方正 价格真实 周边配套完善","https://shanghai.anjuke.com/prop/view/S3577885783842825",2,2,1,"82.72㎡","南北","共4层","2017年建造","宜浩佳园","浦东","临港新城","竹柏路100弄,竹柏路366弄,竹柏路111弄,竹柏路333弄","南北;满五年",161,"19464元/㎡","南北","满五年","","","精装修","2017年竣工/普通住宅
            ","满五年","唯一住房","","","","商品房住宅","普通住宅","70年产权","满五年","首付32万，月供5784元","22156元/㎡","5592户","0.99 元/平米/月","35.60%","轨道交通   小区门口就有公交车1路1009路等直达16号线滴水湖地铁3个站，距离800米左右高速路入口","小区户型   户型都方正，南北通透，绝大部分是一梯两户，有一房一厅  两房两厅  两房朝南的步梯户型  少量电梯房","小区设施   小区内有花园 河流 车位 车库数量足够停放  休闲的凉亭和运动器材，跑道 网球场 篮球场 羽毛球场","房屋品质   房子于2013年开盘 ，中式装修400标准 700标准 100标准的，带太阳能热水器， 品质一般","小区不足   房子相对老旧，渗水问题一直存在，绿化稍微多，夏天蚊虫稍多","","2家门店、3位经纪人正代理本房","全部经纪人","实地核验"
"100","99","666d2166dacf8deaac1412cc","外省人口已放开（无需杜保）    必看，民用水电通燃气！！","https://shanghai.anjuke.com/prop/view/S3454178204753931",2,1,1,"20㎡","南北","中层(共11层)","2017年建造","虹中路2弄小区","闵行","虹桥","虹中路2弄","南北;满五年;近地铁;车位充足",53.8,"26900元/㎡","南北","满五年","近地铁","车位充足","精装修","2017年竣工/普通住宅
            ","满五年","唯一住房","有电梯","近地铁","车位充足","商品房住宅","普通住宅","70年产权","满五年","首付10万，月供1933元","28445元/㎡","50户","0.4 元/平米/月","30.00%","轨道交通   小区西面1.5公里是10号线龙柏新村站，小区南面1公里是九号线漕河泾开发区站，小区对面是公交车站台","小区户型   热门户型为40-80方的两居室户型，楼距90米。","居民素质   业主自住较多，租客相对较少，整体素质较高，邻里关系和谐","小区不足   小区不足，小区车位相对较少，业主私家车很多，车位万高峰管理混乱，有待改善","","","","全部经纪人","实地核验"
